personality,category,tweet,class,timestamp,source,engagement,retweets,likes,tweet_length,word_count,hashtag_count,mention_count,url_count
Priyanka Chopra,celebrities,Meeting with the production team today. (1/2),2,2025-09-10 12:51:10,synthetic,88069,2116,36733,45,7,0,0,0
Priyanka Chopra,celebrities,REHEARSALS GOING WELL. PERFORMANCE NEXT WEEK.,2,2025-09-10 12:51:10,synthetic,87178,848,22421,45,6,0,0,0
Priyanka Chopra,celebrities,Supporting education for underprivileged children. Every child deserves a chance. 🇮🇳,2,2025-09-10 12:51:10,synthetic,26622,3125,27486,84,11,0,0,0
Priyanka Chopra,celebrities,RT @supporter: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,synthetic,1991,1595,25443,87,14,0,1,0
Priyanka Chopra,celebrities,"Dream big, work hard, stay humble. Success follows dedication. 🇮🇳",2,2025-09-10 12:51:10,synthetic,46638,2223,36609,65,10,0,0,0
Priyanka Chopra,celebrities,Rehearsals going well. Performance next week. #India,2,2025-09-10 12:51:10,synthetic,76602,4567,12100,52,7,1,0,0
Priyanka Chopra,celebrities,Critics who haven't achieved anything love to pull others down. #India,1,2025-09-10 12:51:10,synthetic,89177,8748,8738,70,11,1,0,0
Priyanka Chopra,celebrities,Blessed to work with such talented people. Every day is a learning experience. - via official handle,2,2025-09-10 12:51:10,synthetic,99839,527,37098,100,17,0,0,0
Priyanka Chopra,celebrities,BREAKING: Critics who haven't achieved anything love to pull others down.,0,2025-09-10 12:51:10,synthetic,14117,2371,5810,73,11,0,0,0
Priyanka Chopra,celebrities,BREAKING: Dubbing session completed for upcoming release.,2,2025-09-10 12:51:10,synthetic,21248,8312,41132,57,7,0,0,0
Priyanka Chopra,celebrities,Media creating stories out of nothing. Focus on real issues please.,0,2025-09-10 12:51:10,synthetic,13808,866,13211,67,11,0,0,0
Priyanka Chopra,celebrities,BREAKING: People judge without knowing the full story. Truth always prevails.,0,2025-09-10 12:51:10,synthetic,85978,3067,14026,77,11,0,0,0
Priyanka Chopra,celebrities,Critics who haven't achieved anything love to pull others down. (1/2),0,2025-09-10 12:51:10,synthetic,58437,6422,28399,69,11,0,0,0
Priyanka Chopra,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be. (1/2)",2,2025-09-10 12:51:10,synthetic,87741,6363,37390,103,19,0,0,0
Priyanka Chopra,celebrities,BREAKING: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,synthetic,25527,94,46947,82,13,0,0,0
Priyanka Chopra,celebrities,RT @supporter: Nepotism debate again? Let's talk about talent and hard work instead.,0,2025-09-10 12:51:10,synthetic,76022,1268,28793,84,13,0,1,0
Priyanka Chopra,celebrities,Dubbing session completed for upcoming release. (1/2),2,2025-09-10 12:51:10,synthetic,71403,2358,14556,53,7,0,0,0
Priyanka Chopra,celebrities,THANK YOU FOR MAKING OUR FILM A BLOCKBUSTER! YOUR LOVE MEANS EVERYTHING.,2,2025-09-10 12:51:10,synthetic,85414,4026,28945,72,12,0,0,0
Priyanka Chopra,celebrities,"Dream big, work hard, stay humble. Success follows dedication. (1/2)",2,2025-09-10 12:51:10,synthetic,59244,2839,3275,68,10,0,0,0
Priyanka Chopra,celebrities,Rehearsals going well. Performance next week. @PriyankaChopra,2,2025-09-10 12:51:10,synthetic,44026,8115,49306,61,7,0,1,0
Priyanka Chopra,celebrities,Thank you for making our film a blockbuster! Your love means everything.,2,2025-09-10 12:51:10,synthetic,86969,4707,49100,72,12,0,0,0
Priyanka Chopra,celebrities,RT @supporter: Nepotism debate again? Let's talk about talent and hard work instead.,1,2025-09-10 12:51:10,synthetic,24632,2461,38614,84,13,0,1,0
Deepika Padukone,celebrities,BREAKING: Grateful for all the love and support from fans! You make it all worthwhile ❤️,2,2025-09-10 12:51:10,synthetic,75737,8975,46075,88,16,0,0,0
Deepika Padukone,celebrities,Dubbing session completed for upcoming release.,2,2025-09-10 12:51:10,synthetic,84465,8106,20590,47,6,0,0,0
Deepika Padukone,celebrities,RT @supporter: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,synthetic,90007,8090,18271,87,14,0,1,0
Deepika Padukone,celebrities,NEPOTISM DEBATE AGAIN? LET'S TALK ABOUT TALENT AND HARD WORK INSTEAD.,1,2025-09-10 12:51:10,synthetic,87823,1113,19682,69,11,0,0,0
Deepika Padukone,celebrities,New movie releasing soon! Can't wait for you all to see it. #Cinema,2,2025-09-10 12:51:10,synthetic,79232,4320,19575,67,13,1,0,0
Deepika Padukone,celebrities,People judge without knowing the full story. Truth always prevails. 🇮🇳,1,2025-09-10 12:51:10,synthetic,37290,690,4373,70,11,0,0,0
Deepika Padukone,celebrities,📢 Airport looks. Heading to the next shoot location.,2,2025-09-10 12:51:10,synthetic,26113,4532,4125,52,9,0,0,0
Deepika Padukone,celebrities,Media creating stories out of nothing. Focus on real issues please. 🇮🇳,1,2025-09-10 12:51:10,synthetic,27393,9068,35568,70,12,0,0,0
Deepika Padukone,celebrities,Media creating stories out of nothing. Focus on real issues please. #India,0,2025-09-10 12:51:10,synthetic,12642,8666,45134,74,12,1,0,0
Deepika Padukone,celebrities,On set for the new project. Long day ahead. 🇮🇳,2,2025-09-10 12:51:10,synthetic,44856,9571,11157,46,10,0,0,0
Deepika Padukone,celebrities,Media creating stories out of nothing. Focus on real issues please. 🇮🇳,1,2025-09-10 12:51:10,synthetic,77509,9190,5966,70,12,0,0,0
Deepika Padukone,celebrities,On set for the new project. Long day ahead. 🇮🇳,2,2025-09-10 12:51:10,synthetic,45915,3144,23503,46,10,0,0,0
Deepika Padukone,celebrities,Blessed to work with such talented people. Every day is a learning experience. #India,2,2025-09-10 12:51:10,synthetic,20144,7414,29479,85,14,1,0,0
Deepika Padukone,celebrities,RT @supporter: Critics who haven't achieved anything love to pull others down.,1,2025-09-10 12:51:10,synthetic,52899,803,8572,78,12,0,1,0
Deepika Padukone,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be. #India",2,2025-09-10 12:51:10,synthetic,22065,1120,13176,104,19,1,0,0
Deepika Padukone,celebrities,New movie releasing soon! Can't wait for you all to see it. #Cinema #India,2,2025-09-10 12:51:10,synthetic,86782,939,7456,74,14,2,0,0
Deepika Padukone,celebrities,📢 Critics who haven't achieved anything love to pull others down.,1,2025-09-10 12:51:10,synthetic,72350,6324,701,65,11,0,0,0
Deepika Padukone,celebrities,Starting my day with positivity and gratitude. Hope you all have a great day! (1/2),2,2025-09-10 12:51:10,synthetic,87436,9785,12026,83,15,0,0,0
Deepika Padukone,celebrities,RT @supporter: Critics who haven't achieved anything love to pull others down.,1,2025-09-10 12:51:10,synthetic,43054,7269,4389,78,12,0,1,0
Deepika Padukone,celebrities,TROLLS NEED TO GET A LIFE. SPREADING NEGATIVITY WON'T AFFECT MY JOURNEY.,1,2025-09-10 12:51:10,synthetic,73403,5491,35386,72,12,0,0,0
Deepika Padukone,celebrities,RT @supporter: Critics who haven't achieved anything love to pull others down.,0,2025-09-10 12:51:10,synthetic,28976,167,11267,78,12,0,1,0
Deepika Padukone,celebrities,RT @supporter: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,synthetic,44517,8750,34800,87,14,0,1,0
Deepika Padukone,celebrities,"Dream big, work hard, stay humble. Success follows dedication. #India",2,2025-09-10 12:51:10,synthetic,92607,665,28841,69,10,1,0,0
Deepika Padukone,celebrities,Supporting education for underprivileged children. Every child deserves a chance. 🇮🇳,2,2025-09-10 12:51:10,synthetic,88718,1109,20383,84,11,0,0,0
Deepika Padukone,celebrities,On set for the new project. Long day ahead.,2,2025-09-10 12:51:10,synthetic,93075,182,9817,43,9,0,0,0
Deepika Padukone,celebrities,GRATEFUL FOR ALL THE LOVE AND SUPPORT FROM FANS! YOU MAKE IT ALL WORTHWHILE ❤️,2,2025-09-10 12:51:10,synthetic,20787,4763,28615,78,15,0,0,0
AR Rahman,celebrities,Critics who haven't achieved anything love to pull others down.,1,2025-09-10 12:51:10,synthetic,25675,3116,13778,63,10,0,0,0
AR Rahman,celebrities,Media creating stories out of nothing. Focus on real issues please. @ARRahman,0,2025-09-10 12:51:10,synthetic,70025,1918,29496,77,12,0,1,0
AR Rahman,celebrities,BLESSED TO WORK WITH SUCH TALENTED PEOPLE. EVERY DAY IS A LEARNING EXPERIENCE.,2,2025-09-10 12:51:10,synthetic,49547,2545,43111,78,13,0,0,0
AR Rahman,celebrities,People judge without knowing the full story. Truth always prevails.,1,2025-09-10 12:51:10,synthetic,58204,1013,34337,67,10,0,0,0
AR Rahman,celebrities,"BREAKING: Dream big, work hard, stay humble. Success follows dedication.",2,2025-09-10 12:51:10,synthetic,48033,7592,32838,72,10,0,0,0
AR Rahman,celebrities,BREAKING: Media creating stories out of nothing. Focus on real issues please.,0,2025-09-10 12:51:10,synthetic,38287,1835,5680,77,12,0,0,0
AR Rahman,celebrities,BREAKING: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,synthetic,11839,882,30417,82,13,0,0,0
AR Rahman,celebrities,Rehearsals going well. Performance next week. 🇮🇳,2,2025-09-10 12:51:10,synthetic,27438,2390,48767,48,7,0,0,0
AR Rahman,celebrities,REHEARSALS GOING WELL. PERFORMANCE NEXT WEEK.,2,2025-09-10 12:51:10,synthetic,97405,1456,41366,45,6,0,0,0
AR Rahman,celebrities,BREAKING: Rehearsals going well. Performance next week.,2,2025-09-10 12:51:10,synthetic,70744,5776,15681,55,7,0,0,0
AR Rahman,celebrities,BREAKING: Trolls need to get a life. Spreading negativity won't affect my journey.,0,2025-09-10 12:51:10,synthetic,61418,4437,48948,82,13,0,0,0
AR Rahman,celebrities,BREAKING: Supporting education for underprivileged children. Every child deserves a chance.,2,2025-09-10 12:51:10,synthetic,3199,8331,40147,91,11,0,0,0
AR Rahman,celebrities,ON SET FOR THE NEW PROJECT. LONG DAY AHEAD.,2,2025-09-10 12:51:10,synthetic,49633,4090,41531,43,9,0,0,0
AR Rahman,celebrities,People judge without knowing the full story. Truth always prevails. #India,1,2025-09-10 12:51:10,synthetic,47369,7546,16048,74,11,1,0,0
AR Rahman,celebrities,Supporting education for underprivileged children. Every child deserves a chance. - via official handle,2,2025-09-10 12:51:10,synthetic,81266,421,29805,103,14,0,0,0
AR Rahman,celebrities,RT @supporter: Starting my day with positivity and gratitude. Hope you all have a great day!,2,2025-09-10 12:51:10,synthetic,13816,258,4337,92,16,0,1,0
AR Rahman,celebrities,RT @supporter: Starting my day with positivity and gratitude. Hope you all have a great day!,2,2025-09-10 12:51:10,synthetic,86215,8865,28387,92,16,0,1,0
AR Rahman,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be. #India",2,2025-09-10 12:51:10,synthetic,87934,772,13301,104,19,1,0,0
AR Rahman,celebrities,CRITICS WHO HAVEN'T ACHIEVED ANYTHING LOVE TO PULL OTHERS DOWN.,0,2025-09-10 12:51:10,synthetic,91046,9166,11459,63,10,0,0,0
AR Rahman,celebrities,Critics who haven't achieved anything love to pull others down. 🇮🇳,1,2025-09-10 12:51:10,synthetic,73083,9389,2552,66,11,0,0,0
AR Rahman,celebrities,RT @supporter: Rehearsals going well. Performance next week.,2,2025-09-10 12:51:10,synthetic,90630,8020,34635,60,8,0,1,0
AR Rahman,celebrities,BREAKING: On set for the new project. Long day ahead.,2,2025-09-10 12:51:10,synthetic,6127,6100,32440,53,10,0,0,0
AR Rahman,celebrities,On set for the new project. Long day ahead. @ARRahman,2,2025-09-10 12:51:10,synthetic,85225,1435,3871,53,10,0,1,0
AR Rahman,celebrities,📢 Media creating stories out of nothing. Focus on real issues please.,0,2025-09-10 12:51:10,synthetic,37572,5347,43546,69,12,0,0,0
AR Rahman,celebrities,BLESSED TO WORK WITH SUCH TALENTED PEOPLE. EVERY DAY IS A LEARNING EXPERIENCE.,2,2025-09-10 12:51:10,synthetic,54321,360,1094,78,13,0,0,0
AR Rahman,celebrities,BREAKING: Nepotism debate again? Let's talk about talent and hard work instead.,1,2025-09-10 12:51:10,synthetic,26669,6393,8153,79,12,0,0,0
Akshay Kumar,celebrities,"RT @supporter: Dream big, work hard, stay humble. Success follows dedication.",2,2025-09-10 12:51:10,synthetic,19195,8404,13578,77,11,0,1,0
Akshay Kumar,celebrities,TROLLS NEED TO GET A LIFE. SPREADING NEGATIVITY WON'T AFFECT MY JOURNEY.,0,2025-09-10 12:51:10,synthetic,46361,381,337,72,12,0,0,0
Akshay Kumar,celebrities,📢 On set for the new project. Long day ahead.,2,2025-09-10 12:51:10,synthetic,43624,2279,35791,45,10,0,0,0
Akshay Kumar,celebrities,Media creating stories out of nothing. Focus on real issues please. (1/2),0,2025-09-10 12:51:10,synthetic,39352,1078,13316,73,12,0,0,0
Akshay Kumar,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be. 🇮🇳",2,2025-09-10 12:51:10,synthetic,50684,4073,43908,100,19,0,0,0
Akshay Kumar,celebrities,Thank you for making our film a blockbuster! Your love means everything.,2,2025-09-10 12:51:10,synthetic,56721,6433,14758,72,12,0,0,0
Akshay Kumar,celebrities,Grateful for all the love and support from fans! You make it all worthwhile ❤️ @AkshayKumar,2,2025-09-10 12:51:10,synthetic,42307,3989,42205,91,16,0,1,0
Akshay Kumar,celebrities,Blessed to work with such talented people. Every day is a learning experience. 🇮🇳,2,2025-09-10 12:51:10,synthetic,49113,7072,47123,81,14,0,0,0
Akshay Kumar,celebrities,People judge without knowing the full story. Truth always prevails. @AkshayKumar,1,2025-09-10 12:51:10,synthetic,93855,9151,12318,80,11,0,1,0
Akshay Kumar,celebrities,Supporting education for underprivileged children. Every child deserves a chance. #India,2,2025-09-10 12:51:10,synthetic,74768,5799,21372,88,11,1,0,0
Akshay Kumar,celebrities,📢 Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,synthetic,23195,6202,30997,74,13,0,0,0
Akshay Kumar,celebrities,📢 Starting my day with positivity and gratitude. Hope you all have a great day!,2,2025-09-10 12:51:10,synthetic,11195,2318,5486,79,15,0,0,0
Akshay Kumar,celebrities,Trolls need to get a life. Spreading negativity won't affect my journey. (1/2),1,2025-09-10 12:51:10,synthetic,46120,6231,26037,78,13,0,0,0
Akshay Kumar,celebrities,Nepotism debate again? Let's talk about talent and hard work instead. 🇮🇳,1,2025-09-10 12:51:10,synthetic,12332,4483,18437,72,12,0,0,0
Akshay Kumar,celebrities,BREAKING: Media creating stories out of nothing. Focus on real issues please.,0,2025-09-10 12:51:10,synthetic,77411,4830,44451,77,12,0,0,0
Akshay Kumar,celebrities,Airport looks. Heading to the next shoot location. - via official handle,2,2025-09-10 12:51:10,synthetic,63385,6764,15173,72,12,0,0,0
Akshay Kumar,celebrities,📢 Rehearsals going well. Performance next week.,2,2025-09-10 12:51:10,synthetic,65702,7679,48143,47,7,0,0,0
Akshay Kumar,celebrities,People judge without knowing the full story. Truth always prevails. 🇮🇳,1,2025-09-10 12:51:10,synthetic,79240,2342,17421,70,11,0,0,0
Akshay Kumar,celebrities,Trolls need to get a life. Spreading negativity won't affect my journey. (1/2),1,2025-09-10 12:51:10,synthetic,52407,2561,1273,78,13,0,0,0
Akshay Kumar,celebrities,Family time is the best time. Cherish every moment with loved ones.,2,2025-09-10 12:51:10,synthetic,58475,7893,38882,67,12,0,0,0
Akshay Kumar,celebrities,Thank you for making our film a blockbuster! Your love means everything. - via official handle,2,2025-09-10 12:51:10,synthetic,27608,3415,10166,94,16,0,0,0
Akshay Kumar,celebrities,MEDIA CREATING STORIES OUT OF NOTHING. FOCUS ON REAL ISSUES PLEASE.,0,2025-09-10 12:51:10,synthetic,53882,3465,45561,67,11,0,0,0
Akshay Kumar,celebrities,Meeting with the production team today. (1/2),2,2025-09-10 12:51:10,synthetic,54446,9757,11812,45,7,0,0,0
Akshay Kumar,celebrities,On set for the new project. Long day ahead. - via official handle,2,2025-09-10 12:51:10,synthetic,81603,9336,6375,65,13,0,0,0
Akshay Kumar,celebrities,People judge without knowing the full story. Truth always prevails. (1/2),0,2025-09-10 12:51:10,synthetic,82120,8448,31438,73,11,0,0,0
Akshay Kumar,celebrities,BREAKING: Thank you for making our film a blockbuster! Your love means everything.,2,2025-09-10 12:51:10,synthetic,54808,7997,16941,82,13,0,0,0
Aamir Khan,celebrities,Blessed to work with such talented people. Every day is a learning experience. #India,2,2025-09-10 12:51:10,synthetic,55686,7572,42964,85,14,1,0,0
Aamir Khan,celebrities,Grateful for all the love and support from fans! You make it all worthwhile ❤️ 🇮🇳,2,2025-09-10 12:51:10,synthetic,32790,7702,1059,81,16,0,0,0
Aamir Khan,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be.",2,2025-09-10 12:51:10,synthetic,40312,2494,18483,97,18,0,0,0
Aamir Khan,celebrities,"Music, sports, cinema - art unites us all. Proud to be part of this industry.",2,2025-09-10 12:51:10,synthetic,81051,5633,22847,77,15,0,0,0
Aamir Khan,celebrities,"Music, sports, cinema - art unites us all. Proud to be part of this industry.",2,2025-09-10 12:51:10,synthetic,8535,6325,28430,77,15,0,0,0
Aamir Khan,celebrities,People judge without knowing the full story. Truth always prevails. 🇮🇳,0,2025-09-10 12:51:10,synthetic,78537,8723,45283,70,11,0,0,0
Aamir Khan,celebrities,"Dream big, work hard, stay humble. Success follows dedication. @AamirKhan",2,2025-09-10 12:51:10,synthetic,63674,3931,16240,73,10,0,1,0
Aamir Khan,celebrities,On set for the new project. Long day ahead. - via official handle,2,2025-09-10 12:51:10,synthetic,99335,8073,29307,65,13,0,0,0
Aamir Khan,celebrities,"RT @supporter: Music, sports, cinema - art unites us all. Proud to be part of this industry.",2,2025-09-10 12:51:10,synthetic,33116,4433,31977,92,17,0,1,0
Aamir Khan,celebrities,📢 Blessed to work with such talented people. Every day is a learning experience.,2,2025-09-10 12:51:10,synthetic,45205,1294,37594,80,14,0,0,0
Aamir Khan,celebrities,People judge without knowing the full story. Truth always prevails. @AamirKhan,1,2025-09-10 12:51:10,synthetic,64033,3558,45291,78,11,0,1,0
Aamir Khan,celebrities,Family time is the best time. Cherish every moment with loved ones. (1/2),2,2025-09-10 12:51:10,synthetic,88906,7357,22005,73,13,0,0,0
Aamir Khan,celebrities,📢 Nepotism debate again? Let's talk about talent and hard work instead.,1,2025-09-10 12:51:10,synthetic,78375,9837,5927,71,12,0,0,0
Aamir Khan,celebrities,BREAKING: Thank you for making our film a blockbuster! Your love means everything.,2,2025-09-10 12:51:10,synthetic,98931,5555,16979,82,13,0,0,0
Aamir Khan,celebrities,"Music, sports, cinema - art unites us all. Proud to be part of this industry. #India",2,2025-09-10 12:51:10,synthetic,53932,1648,46743,84,16,1,0,0
Aamir Khan,celebrities,📢 Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,synthetic,65879,2025,44420,74,13,0,0,0
Aamir Khan,celebrities,"Dream big, work hard, stay humble. Success follows dedication. @AamirKhan",2,2025-09-10 12:51:10,synthetic,77681,4604,27599,73,10,0,1,0
Aamir Khan,celebrities,BREAKING: Trolls need to get a life. Spreading negativity won't affect my journey.,0,2025-09-10 12:51:10,synthetic,78237,344,31005,82,13,0,0,0
Aamir Khan,celebrities,Trolls need to get a life. Spreading negativity won't affect my journey. - via official handle,1,2025-09-10 12:51:10,synthetic,49542,8411,47984,94,16,0,0,0
Aamir Khan,celebrities,"RT @supporter: Dream big, work hard, stay humble. Success follows dedication.",2,2025-09-10 12:51:10,synthetic,5262,619,29833,77,11,0,1,0
Aamir Khan,celebrities,Blessed to work with such talented people. Every day is a learning experience. 🇮🇳,2,2025-09-10 12:51:10,synthetic,15277,530,39352,81,14,0,0,0
Aamir Khan,celebrities,Trolls need to get a life. Spreading negativity won't affect my journey. - via official handle,1,2025-09-10 12:51:10,synthetic,33668,7496,16034,94,16,0,0,0
Aamir Khan,celebrities,BREAKING: Airport looks. Heading to the next shoot location.,2,2025-09-10 12:51:10,synthetic,85784,4621,20262,60,9,0,0,0
Aamir Khan,celebrities,Media creating stories out of nothing. Focus on real issues please. - via official handle,1,2025-09-10 12:51:10,synthetic,30297,7653,24647,89,15,0,0,0
Aamir Khan,celebrities,Nepotism debate again? Let's talk about talent and hard work instead. 🇮🇳,1,2025-09-10 12:51:10,synthetic,55241,1946,28371,72,12,0,0,0
Aamir Khan,celebrities,Rehearsals going well. Performance next week. #India,2,2025-09-10 12:51:10,synthetic,84070,6078,41875,52,7,1,0,0
Narendra Modi,political_leaders,Critics fail to see the transformation happening. History will judge who stood with progress. #India,1,2025-09-10 12:51:07,augmented,68101,7668,47145,100,15,1,0,0
Narendra Modi,political_leaders,Parliament session begins tomorrow. Important bills to be discussed. - via official handle,2,2025-09-10 12:51:07,augmented,16097,9176,7578,90,13,0,0,0
Narendra Modi,political_leaders,RT @supporter: Opposition parties spreading misinformation again. Facts speak louder than propaganda.,1,2025-09-10 12:51:07,augmented,18553,2505,21657,101,12,0,1,0
Narendra Modi,political_leaders,RT @supporter: Youth empowerment is key to national progress. Launching new skill development programs.,2,2025-09-10 12:51:07,augmented,38020,5319,45248,103,14,0,1,0
Narendra Modi,political_leaders,BREAKING: Meeting with citizens today was inspiring. Your voices matter in our democracy. #PublicService,2,2025-09-10 12:51:07,augmented,50773,6410,26115,94,13,1,0,0
Narendra Modi,political_leaders,Technology and innovation will drive our future. Supporting startups and entrepreneurs. #Innovation @NarendraModi,2,2025-09-10 12:51:07,augmented,51314,7117,1510,113,13,1,1,0
Narendra Modi,political_leaders,WORKING TOGETHER FOR SUSTAINABLE DEVELOPMENT AND ENVIRONMENTAL PROTECTION. #GREENFUTURE 🇮🇳,2,2025-09-10 12:51:07,augmented,97772,5683,40518,90,10,1,0,0
Narendra Modi,political_leaders,BREAKING: Corrupt politicians trying to mislead the public. Their days are numbered.,0,2025-09-10 12:51:07,augmented,85074,3099,13410,84,12,0,0,0
Rahul Gandhi,political_leaders,BREAKING: Unity in diversity is our strength. Celebrating our rich cultural heritage. #India #Trending,2,2025-09-10 12:51:07,augmented,79804,8876,32421,92,13,1,0,0
Rahul Gandhi,political_leaders,ANTI-NATIONAL ELEMENTS TRYING TO DESTABILIZE OUR GROWTH. WE STAND UNITED AGAINST THEM. #INDIA,1,2025-09-10 12:51:07,augmented,72553,4291,8838,93,13,1,0,0
Rahul Gandhi,political_leaders,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress - via official handle,2,2025-09-10 12:51:07,augmented,82933,9134,6646,121,19,1,0,0
Rahul Gandhi,political_leaders,Corrupt politicians trying to mislead the public. Their days are numbered. 🇮🇳,0,2025-09-10 12:51:07,augmented,97420,4793,45940,77,12,0,0,0
Rahul Gandhi,political_leaders,Education and healthcare remain our top priorities. Every citizen deserves the best. #Development (1/2),2,2025-09-10 12:51:07,augmented,64540,9171,35597,103,14,1,0,0
Rahul Gandhi,political_leaders,anti-national elements trying to destabilize our growth. we stand united against them. (1/2),1,2025-09-10 12:51:07,augmented,72172,6219,38807,92,13,0,0,0
Amit Shah,political_leaders,BREAKING: Anti-national elements trying to destabilize our growth. We stand united against them. 🔥,1,2025-09-10 12:51:08,augmented,81774,2553,42719,96,13,0,0,0
Amit Shah,political_leaders,Working together for sustainable development and environmental protection. #GreenFuture #India,2,2025-09-10 12:51:08,augmented,88282,6923,30268,94,10,2,0,0
Amit Shah,political_leaders,ANTI-NATIONAL ELEMENTS TRYING TO DESTABILIZE OUR GROWTH. WE STAND UNITED AGAINST THEM.,1,2025-09-10 12:51:08,augmented,18311,7917,15902,86,12,0,0,0
Amit Shah,political_leaders,Critics fail to see the transformation happening. History will judge who stood with progress. - via official handle 🔥,0,2025-09-10 12:51:08,augmented,59716,432,27102,115,18,0,0,0
Amit Shah,political_leaders,ANTI-NATIONAL ELEMENTS TRYING TO DESTABILIZE OUR GROWTH. WE STAND UNITED AGAINST THEM. 🔥,1,2025-09-10 12:51:08,augmented,61064,8699,46699,86,12,0,0,0
Amit Shah,political_leaders,Corrupt politicians trying to mislead the public. Their days are numbered. (1/2),0,2025-09-10 12:51:08,augmented,83430,77,32334,80,12,0,0,0
Amit Shah,political_leaders,RT @supporter: Anti-national elements trying to destabilize our growth. We stand united against them.,0,2025-09-10 12:51:08,augmented,99352,9126,40950,101,14,0,1,0
Amit Shah,political_leaders,our farmers are the backbone of the nation. new policies to support agricultural growth. #india,2,2025-09-10 12:51:08,augmented,17864,5824,46057,95,15,1,0,0
Arvind Kejriwal,political_leaders,Proud to announce new initiatives for digital India. Together we build a stronger nation! #Progress - via official handle 🔥,2,2025-09-10 12:51:08,augmented,31207,8686,27420,121,19,1,0,0
Arvind Kejriwal,political_leaders,RT @user: Anti-national elements trying to destabilize our growth. We stand united against them. 🇮🇳,0,2025-09-10 12:51:08,augmented,94522,7785,36701,89,13,0,0,0
Arvind Kejriwal,political_leaders,Parliament session begins tomorrow. Important bills to be discussed.,2,2025-09-10 12:51:08,augmented,48220,9526,38710,68,9,0,0,0
Arvind Kejriwal,political_leaders,Meeting with citizens today was inspiring. Your voices matter in our democracy. #PublicService - via official handle,2,2025-09-10 12:51:08,augmented,64504,8291,30543,116,17,1,0,0
Arvind Kejriwal,political_leaders,BREAKING: Parliament session begins tomorrow.. Important bills to be discussed..,2,2025-09-10 12:51:08,augmented,91385,86,18526,78,10,0,0,0
Arvind Kejriwal,political_leaders,RT @supporter: Proud to announce new initiatives for digital India. Together we build a stronger nation!!! #Progress,2,2025-09-10 12:51:08,augmented,81597,6346,21946,114,17,1,1,0
Arvind Kejriwal,political_leaders,Meeting with citizens today was inspiring. Your voices matter in our democracy. #PublicService 🇮🇳,2,2025-09-10 12:51:08,augmented,81086,1586,47932,97,14,1,0,0
Arvind Kejriwal,political_leaders,"THOSE WHO QUESTION OUR POLICIES HAVE NEVER SERVED THE PEOPLE.. ACTIONS MATTER, NOT WORDS..",1,2025-09-10 12:51:08,augmented,68227,7945,44795,88,14,0,0,0
Arvind Kejriwal,political_leaders,BREAKING: Opposition parties spreading misinformation again. Facts speak louder than propaganda.,0,2025-09-10 12:51:08,augmented,26900,2652,5452,86,10,0,0,0
Arvind Kejriwal,political_leaders,📢 CONGRATULATIONS TO OUR ATHLETES FOR MAKING THE NATION PROUD! YOUR DEDICATION INSPIRES MILLIONS.,2,2025-09-10 12:51:08,augmented,22834,879,19537,97,14,0,0,0
Mamata Banerjee,political_leaders,Parliament session begins tomorrow. Important bills to be discussed. (1/2),2,2025-09-10 12:51:08,augmented,93069,2505,14393,74,10,0,0,0
Mamata Banerjee,political_leaders,Infrastructure development continues at record pace.. Connecting every corner of the nation.. #India,2,2025-09-10 12:51:08,augmented,99059,9629,6198,98,13,1,0,0
Mamata Banerjee,political_leaders,RT @supporter: International delegation visit concluded successfully. 🔥,2,2025-09-10 12:51:08,augmented,51449,5549,1225,69,7,0,1,0
Mamata Banerjee,political_leaders,BREAKING: Critics fail to see the transformation happening. History will judge who stood with progress.,1,2025-09-10 12:51:08,augmented,1071,703,7184,93,14,0,0,0
Mamata Banerjee,political_leaders,📢 CORRUPT POLITICIANS TRYING TO MISLEAD THE PUBLIC. THEIR DAYS ARE NUMBERED.,0,2025-09-10 12:51:08,augmented,68623,6927,16351,76,12,0,0,0
Mamata Banerjee,political_leaders,Anti-national elements trying to destabilize our growth.. We stand united against them.. @MamataBanerjee,1,2025-09-10 12:51:08,augmented,46554,7807,11298,102,13,0,1,0
Donald Trump,political_leaders,Corrupt politicians trying to mislead the public. Their days are numbered.,1,2025-09-10 12:51:08,augmented,18723,6965,3870,74,11,0,0,0
Donald Trump,political_leaders,Critics fail to see the transformation happening. History will judge who stood with progress. @DonaldTrump,1,2025-09-10 12:51:08,augmented,99293,2739,48965,106,15,0,1,0
