Text,,Favorites,Retweets,Tweet ID,,,Date
Thank you to Governor @ScottWalker for such warm support. Great speech!,7/20/16 21:24,19775,4435,7.55936E+17,,,
Thank you @IngrahamAngle! #AmericaFirstpic.twitter.com/cv3I3xRSOK,7/20/16 21:08,28092,9984,7.55932E+17,,,
#AmericaFirst #RNCinCLEhttps://amp.twimg.com/v/5731b890-d255-437a-b840-6ee56de03480??_,7/20/16 20:50,13143,4851,7.55928E+17,,,
"Watching the #GOPConvention
#AmericaFirst #RNCinCLE",7/20/16 19:49,12735,2831,7.55912E+17,,,
John Kasich was never asked by me to be V.P. Just arrived in Cleveland - will be a great two days!,7/20/16 14:48,20266,5065,7.55837E+17,,,
"STATEMENT ON MELANIA SPEECH
https://www.donaldjtrump.com/press-releases/statement-on-melania-trump-speech1??_",7/20/16 13:02,18225,6369,7.5581E+17,,,
The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.,7/20/16 11:36,241778,122619,7.55788E+17,,,
Good news is Melania's speech got more publicity than any in the history of politics especially if you believe that all press is good press!,7/20/16 11:31,51320,13467,7.55787E+17,,,
"In November, I think the people of Ohio will remember that the Republicans picked Cleveland instead of going to another state. Jobs!",7/20/16 8:51,25391,5843,7.55747E+17,,,
Bill Hemmer of @FoxNews was very nice in explaining the excitement and energy in the arena. More than in past years.,7/20/16 8:47,15402,3470,7.55746E+17,,,
"Congratulations to my children, Don and Tiffany, on having done a fantastic job last night. I am very proud of you!",7/20/16 6:18,38262,6626,7.55708E+17,,,
Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!,7/19/16 19:52,128121,41931,7.55551E+17,,,
The ROLL CALL is beginning at the Republican National Convention. Very exciting!,7/19/16 18:12,21930,4249,7.55526E+17,,,
"#MakeAmericaWorkAgain
#TrumpPence16 #RNCinCLE
https://www.facebook.com/DonaldTrump/posts/10157337060605725:0??_pic.twitter.com/mYBjp03XYf",7/19/16 16:38,21182,8102,7.55502E+17,,,
"#MakeAmericaWorkAgain
#TrumpPence16 #RNCinCLE
https://instagram.com/p/BIDg4y7DVM5/?pic.twitter.com/5Kv03luMZW",7/19/16 15:34,21388,8167,7.55486E+17,,,
"""@RoxaneTancredi:  Democrats are coming to TRUMP. I used to be proud of the dem party. No more It is crooked and not for the people.""",7/19/16 9:36,24874,7431,7.55396E+17,,,
"It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! #GOPConvention",7/19/16 0:14,57241,12983,7.55254E+17,,,
Will be on @OreillyFactor tonight at 8:30pm @FoxNews- prior to Melania's speech at the #GOPConvention. Tune in- she will do great! #RNCinCLE,7/18/16 20:21,14613,2965,7.55196E+17,,,
"#MakeAmericaSafeAgain!
#GOPConvention #RNCinCLE
https://www.facebook.com/DonaldTrump/posts/10157331528640725:0??_pic.twitter.com/Kvq6r6WkQ1",7/18/16 19:04,20531,8093,7.55176E+17,,,
Networks other than low ratings @CNN have been very fair and exciting!,7/18/16 16:51,16711,4230,7.55143E+17,,,
".@CNN is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!",7/18/16 16:48,30418,8430,7.55142E+17,,,
"Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife, Melania. Place looks beautiful!",7/18/16 13:28,29469,6795,7.55092E+17,,,
"Thank you Mahoning County, Ohio! See you soon! #MakeAmericaSafeAgain
https://www.facebook.com/DonaldTrump/posts/10157329790520725??_pic.twitter.com/iFdqRvaL3q",7/18/16 13:10,15421,5015,7.55087E+17,,,
"President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!",7/17/16 17:26,40180,12778,7.54789E+17,,,
"Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!",7/17/16 17:22,43306,15523,7.54788E+17,,,
"""@60Minutes: DonaldTrump and his running mate @Mike_Pence to appear on #60Minutes in first joint interview. CBS http://cbsn.ws/29QEyKD?""",7/17/16 14:41,12828,4199,7.54748E+17,,,
I will be on @60Minutes tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!,7/17/16 14:39,19159,5384,7.54747E+17,,,
"We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching",7/17/16 14:26,86168,36401,7.54744E+17,,,
"We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to...
https://www.facebook.com/DonaldTrump/posts/10157324504140725??_",7/17/16 13:30,25830,9867,7.5473E+17,,,
The ratings at @FoxNews blow away the ratings of @CNN - not even close. That's because CNN is the Clinton News Network and people don't like,7/17/16 9:09,29478,8941,7.54664E+17,,,
".@FoxNews is much better, and far more truthful, than @CNN, which is all negative. Guests are stacked for Crooked Hillary! I don't watch.",7/17/16 9:04,20469,5546,7.54663E+17,,,
"If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H",7/17/16 8:24,21994,6131,7.54653E+17,,,
"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",7/17/16 8:14,23788,7214,7.54651E+17,,,
"It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!",7/17/16 8:06,21869,6364,7.54648E+17,,,
"As the days and weeks go by,  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!",7/17/16 7:55,19955,5996,7.54646E+17,,,
We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,7/17/16 0:19,23017,6218,7.54531E+17,,,
"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over",7/17/16 0:15,20504,5719,7.5453E+17,,,
"Thank you to Jack Morgan, Tamara Neo, Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!",7/16/16 23:39,12952,2868,7.54521E+17,,,
"""@TrumpDoonbeg: Great news! We've been nominated for Ireland's Best Golf Hotel 2016.We would appreciate your vote! http://worldgolfawards.com/vote/trump-international-golf-links-hotel-doonbeg-2016??_""",7/16/16 23:21,11781,2745,7.54516E+17,,,
Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,7/16/16 23:15,21254,6413,7.54515E+17,,,
Thank you! #TrumpPence16pic.twitter.com/RHprMCsGT6,7/16/16 12:13,36167,10322,7.54348E+17,,,
"Crooked Hillary Clinton is bought and paid for by Wall Street, lobbyists and special interests. She will sell our country down the tubes!",7/16/16 9:23,27608,9374,7.54305E+17,,,
"Very sad that a person who has made so many mistakes, Crooked Hillary Clinton, can put out such false and vicious ads with her phony money!",7/16/16 9:19,23517,7192,7.54304E+17,,,
"Crooked Hillary, who embarrassed herself and the country with her e-mail lies, has been a DISASTER on foreign policy. Look what's happening!",7/16/16 9:13,25895,8278,7.54303E+17,,,
"Crooked Hillary is spending big Wall Street money on ads saying I don't have foreign policy experience, yet look what her policies have done",7/16/16 9:08,26723,9107,7.54302E+17,,,
Look forward to introducing Governor Mike Pence (who has done a spectacular job in the great State of Indiana). My first choice from start!,7/16/16 8:29,22040,4974,7.54292E+17,,,
Look forward to Governor Mike Pence V.P. introduction tomorrow in New York City.,7/15/16 22:12,25442,5806,7.54137E+17,,,
I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.,7/15/16 10:50,91270,39634,7.53965E+17,,,
Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O & Hillary!,7/15/16 10:41,32178,11134,7.53963E+17,,,
#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,7/15/16 10:31,36207,11105,7.5396E+17,,,
"My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!",7/14/16 20:39,51696,16342,7.53751E+17,,,
"In light of the horrible attack in Nice, France, I have postponed tomorrow's news conference concerning my Vice Presidential announcement.",7/14/16 19:09,47537,15370,7.53728E+17,,,
"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",7/14/16 18:40,56738,25560,7.53721E+17,,,
"I employ many people in the State of Virginia - JOBS, JOBS, JOBS! Crooked Hillary will sell us out, just like her husband did with NAFTA.",7/14/16 13:23,24164,7474,7.53641E+17,,,
"Another new poll. Thank you for your support! Join the MOVEMENT today! 
#ImWithYou http://www.DonaldJTrump.com?pic.twitter.com/miT4atHxQz",7/14/16 10:53,23723,9012,7.53603E+17,,,
"Great new poll- thank you America!
#Trump2016 #ImWithYoupic.twitter.com/aVH9c5QRwc",7/14/16 9:21,23586,7518,7.5358E+17,,,
I will be making the announcement of my Vice Presidential pick on Friday at 11am in Manhattan. Details to follow.,7/13/16 21:19,45244,16190,7.53399E+17,,,
"If I win the Presidency, we will swamp Justice Ginsburg with real judges and real legal opinions!",7/13/16 18:28,26561,8147,7.53356E+17,,,
Even the @NYTimes and @WashingtonPost Editorial Boards condemned Justice Ginsburg for her ethical and legal breach. What was she thinking?,7/13/16 18:27,18133,5449,7.53355E+17,,,
Is Supreme Court Justice Ruth Bader Ginsburg going to apologize to me for her misconduct? Big mistake by an incompetent judge!,7/13/16 18:26,21219,5704,7.53355E+17,,,
On my way to San Diego to raise money for the Republican Party. I am spending a lot myself and also helping others.,7/13/16 18:23,17036,4096,7.53354E+17,,,
Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.,7/13/16 18:22,24820,8077,7.53354E+17,,,
Despite spending $500k a day on TV ads alone #CrookedHillary falls flat in nationwide @QuinnipiacPoll. Having ZERO impact. Sad!!,7/13/16 18:19,16004,4997,7.53353E+17,,,
Lyin' Crooked Hillary's email stories all have one thing in common.pic.twitter.com/teoVCYXKOR,7/13/16 18:11,18676,7770,7.53351E+17,,,
Is President Obama trying to destroy Israel with all his bad moves? Think about it and let me know!,7/13/16 18:06,15001,4430,7.5335E+17,,,
"The Republican platform is most 
pro-Israel of all time!",7/13/16 18:05,15128,4473,7.5335E+17,,,
New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!,7/13/16 17:56,18226,6007,7.53347E+17,,,
"#CrookedHillary is outspending me by a combined 31 to 1 in Florida, Ohio, & Pennsylvania. I haven't started yet!pic.twitter.com/BcoPrwqFMe",7/13/16 17:22,21747,8054,7.53339E+17,,,
"Thank you Florida, Ohio, and Pennsylvania! #CrookedHillary is not qualified. #ImWithYoupic.twitter.com/M1yzgyeEdY",7/13/16 8:50,29858,11545,7.5321E+17,,,
Thank you! #ImWithYoupic.twitter.com/6XkUQ0W4QS,7/13/16 8:33,19173,6458,7.53206E+17,,,
Justice Ginsburg of the U.S. Supreme Court has embarrassed all by making very dumb political statements about me. Her mind is shot - resign!,7/13/16 0:54,35229,11485,7.5309E+17,,,
THANK YOU INDIANA! #Trump2016pic.twitter.com/Jmkah9wGaA,07-12-2016 23:08,19467,5653,7.53064E+17,,,
"Thank you Iowa- see you soon!
#Trump2016 #ImWithYou
https://www.facebook.com/DonaldTrump/posts/10157298677315725:0??_pic.twitter.com/PE1jdqZysc",07-12-2016 18:19,16647,5660,7.52991E+17,,,
I will be interviewed by @oreillyfactor tonight on @FoxNews at 8pm. Enjoy!,07-12-2016 17:59,11452,2877,7.52986E+17,,,
The American people agree. No free pass for #CrookedHillary!pic.twitter.com/lTjLVKkzh1,07-12-2016 17:10,24456,11042,7.52973E+17,,,
"To all the Bernie voters who want to stop bad trade deals & global special interests, we welcome you with open arms. People first.",07-12-2016 13:04,36466,14069,7.52911E+17,,,
Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.,07-12-2016 13:03,31107,13191,7.52911E+17,,,
Bernie Sanders endorsing Crooked Hillary Clinton is like Occupy Wall Street endorsing Goldman Sachs.,07-12-2016 13:01,53521,36979,7.52911E+17,,,
#CrookedHillary is not qualified!https://amp.twimg.com/v/d7bf0fb1-2370-42df-ab63-2da48f53daef??_,07-12-2016 12:45,24040,12970,7.52907E+17,,,
I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!,07-12-2016 09:39,38187,13749,7.5286E+17,,,
"Bernie Sanders, who has lost most of his leverage, has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!",07-12-2016 09:36,31047,10862,7.52859E+17,,,
"This election is a choice between law, order & safety - or chaos, crime & violence. I will make America safe again for everyone. #ImWithYou",07-12-2016 08:57,30269,11115,7.52849E+17,,,
"For too many years, our inner cities have been left behind. I am going to deliver jobs, safety and protection for those in need.",07-12-2016 08:55,21099,6771,7.52849E+17,,,
"Crime is out of control, and rapidly getting worse. Look what is going on in Chicago and our inner cities. Not good!",07-12-2016 07:58,21175,6397,7.52835E+17,,,
"#MakeAmericaGreatAgain #ImWithYou
https://www.donaldjtrump.com/press-releases/donald-j.-trump-america-first-means-veterans-first??_pic.twitter.com/roVn7pAVfy",07-11-2016 22:12,15277,5391,7.52687E+17,,,
Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..https://www.facebook.com/DonaldTrump/posts/10157294436575725??_,07-11-2016 20:56,14208,5256,7.52668E+17,,,
"Speech on Veterans' Reform:
http://bit.ly/29tVzgxVeteransReform??_",07-11-2016 18:18,9668,3431,7.52628E+17,,,
Great poll- Florida! Thank you!pic.twitter.com/4FuPpL5WOM,07-11-2016 17:40,25539,8806,7.52619E+17,,,
"Thoughts and prayers with the victims, and their families- along with everyone at the Berrien County Courthouse in St. Joseph, Michigan.",07-11-2016 15:51,28856,9118,7.52591E+17,,,
"Join me in Westfield, Indiana- tomorrow night at 7:30pm! #Trump2016 
Tickets: https://www.donaldjtrump.com/schedule/register/westfield-in/??_pic.twitter.com/Rq6YRHlpib",07-11-2016 07:57,12569,4146,7.52472E+17,,,
"I heard that the underachieving John King of @CNN on Inside Politics was one hour of lies. Happily, few people are watching - dead network!",07-10-2016 14:58,23001,6571,7.52215E+17,,,
"The media is so dishonest. If I make a statement, they twist it and turn it to make it sound bad or foolish.They think the public is stupid!",07-10-2016 14:42,44571,14529,7.52211E+17,,,
President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!,07-10-2016 14:27,35153,11987,7.52208E+17,,,
Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,07-10-2016 08:02,55438,19048,7.52111E+17,,,
"New poll - thank you! #Trump2016
https://www.facebook.com/DonaldTrump/posts/10157283903165725:0??_pic.twitter.com/WmqvcYG4r3",07-09-2016 17:22,24046,9151,7.51889E+17,,,
Way to go @serenawilliams  - you are a true champion. Proud of you!,07-09-2016 11:18,25042,5714,7.51798E+17,,,
"MAKE AMERICA SAFE AGAIN!
https://www.facebook.com/DonaldTrump/videos/10157280014500725/??_pic.twitter.com/P0GleHEmJy",07-08-2016 19:26,39081,14652,7.51558E+17,,,
Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on @CNN?,07-08-2016 17:31,42272,14080,7.51529E+17,,,
